TensorFlow-Tutorials|TensorFlow Tutorials with YouTube Videos|4344|4344|2064|MIT License|0|89.25525|Jupyter Notebook|{'Jupyter Notebook': 99.64, 'Python': 0.36}
EffectiveTensorflow|TensorFlow tutorials and best practices.|7288|7288|716|NO LICENSE|0|88.02214||{}
tensorflow-wavenet|A TensorFlow implementation of DeepMind's WaveNet paper|3672|3672|858|MIT License|122|87.39122|Python|{'Python': 99.55, 'Shell': 0.45}
TensorFlow-Tutorials|Simple tutorials using Google's TensorFlow Framework|5412|5412|1433|NO LICENSE|15|87.16182|Jupyter Notebook|{'Jupyter Notebook': 94.0, 'Python': 5.94, 'Shell': 0.06}
tensorflow|TensorFlow for R|1025|1025|278|Apache License 2.0|31|86.65873|R|{'R': 100.0}
DeepLearningZeroToAll|TensorFlow Basic Tutorial Labs|2418|2418|1336|NO LICENSE|15|86.58457|Jupyter Notebook|{'Jupyter Notebook': 65.31, 'Python': 34.69}
tensorflow-tutorial|Example TensorFlow codes and Caicloud TensorFlow as a Service dev environment.|1312|1312|1131|NO LICENSE|35|85.97212|Jupyter Notebook|{'Jupyter Notebook': 99.15, 'Python': 0.82, 'Shell': 0.03}
tensorflow|使用谷歌开源的TensorFlow进行一系列的训练实践|649|649|300|"BSD 2-Clause ""Simplified"" License"|4|85.380394|Python|{'Python': 96.32, 'Protocol Buffer': 3.09, 'Jupyter Notebook': 0.59}
caffe-tensorflow|Caffe models in TensorFlow|2167|2167|826|Other|102|85.229225|Python|{'Python': 100.0}
SSD-Tensorflow|Single Shot MultiBox Detector in TensorFlow|1839|1839|846|NO LICENSE|180|84.84914|Jupyter Notebook|{'Jupyter Notebook': 74.42, 'Python': 25.58}
Tensorflow-101|TensorFlow Tutorials|1630|1630|523|MIT License|13|84.58978|Jupyter Notebook|{'Jupyter Notebook': 99.96, 'Python': 0.04}
Tensorflow-Tutorial|Tensorflow tutorial from basic to hard|1708|1708|815|MIT License|1|84.365814|Python|{'Python': 100.0}
TensorFlow-Book|Accompanying source code for Machine Learning with TensorFlow. Refer to the book for step-by-step explanations.|3872|3872|954|MIT License|12|83.35017|Jupyter Notebook|{'Jupyter Notebook': 96.38, 'Python': 3.62}
FastMaskRCNN|Mask RCNN in TensorFlow |2299|2299|880|Apache License 2.0|136|83.300156|Python|{'Python': 93.46, 'C++': 2.97, 'C': 2.35, 'Cuda': 1.14, 'Makefile': 0.06, 'Shell': 0.02}
CapsNet-Tensorflow|A Tensorflow implementation of CapsNet(Capsules Net) in Hinton's paper Dynamic Routing Between Capsules|2829|2829|932|Apache License 2.0|20|81.991196|Python|{'Python': 98.17, 'R': 1.83}
neural-style|Neural style in TensorFlow! :art:|3858|3858|1135|GNU General Public License v3.0|0|81.76419|Python|{'Python': 100.0}
sonnet|TensorFlow-based neural network library|6511|6511|869|Apache License 2.0|5|81.48444|Python|{'Python': 93.02, 'Jupyter Notebook': 6.86, 'Shell': 0.12}
Reinforcement-learning-with-tensorflow|Simple Reinforcement learning tutorials|1612|1612|1068|MIT License|3|81.322945|Python|{'Python': 100.0}
deep-learning-keras-tensorflow|Introduction to Deep Neural Networks with Keras and Tensorflow|2041|2041|889|MIT License|11|80.803604|Jupyter Notebook|{'Jupyter Notebook': 99.71, 'Python': 0.29}
DQN-tensorflow|Tensorflow implementation of Human-Level Control through Deep Reinforcement Learning|1596|1596|516|MIT License|27|80.63688|Python|{'Python': 100.0}
Faster-RCNN_TF|Faster-RCNN in Tensorflow|1402|1402|738|MIT License|232|80.387634|Python|{'Python': 90.77, 'C++': 7.47, 'Cuda': 1.13, 'Shell': 0.62, 'Makefile': 0.02}
pix2pix-tensorflow|Tensorflow port of Image-to-Image Translation with Conditional Adversarial Nets https://phillipi.github.io/pix2pix/|3083|3083|683|MIT License|78|80.22935|JavaScript|{'JavaScript': 87.97, 'Python': 7.84, 'HTML': 4.19}
char-rnn-tensorflow| Multi-layer Recurrent Neural Networks (LSTM, RNN) for character-level language models in Python using Tensorflow |2019|2019|801|MIT License|44|80.013|Python|{'Python': 100.0}
tensorflow_poems|中文古诗自动作诗机器人，屌炸天，基于tensorflow1.4 api，正在积极维护升级中，快star，保持更新！|1665|1665|483|NO LICENSE|23|79.985664|Python|{'Python': 100.0}
tensorflow-tutorial|Practical tutorials and labs for TensorFlow used by Nvidia, FFN, CNN, RNN, Kaggle, AE|1913|1913|448|NO LICENSE|2|79.89054|Jupyter Notebook|{'Jupyter Notebook': 92.87, 'Python': 7.13}
tensorflow_chatbot|Tensorflow chatbot demo by @Sirajology on Youtube|998|998|591|NO LICENSE|58|79.84776|Python|{'Python': 60.13, 'CSS': 34.57, 'JavaScript': 3.15, 'HTML': 1.92, 'Shell': 0.22}
nmt|TensorFlow Neural Machine Translation Tutorial|2995|2995|973|Apache License 2.0|181|79.808525|Python|{'Python': 96.98, 'Shell': 3.02}
TensorFlow-and-DeepLearning-Tutorial|TensorFlow & Deep Learning Tutorial|2071|2071|562|NO LICENSE|2|79.49689|Python|{'Python': 91.28, 'Jupyter Notebook': 8.38, 'JavaScript': 0.34}
tensorflow-vgg|VGG19 and VGG16 on Tensorflow|988|988|548|NO LICENSE|12|79.30066|Python|{'Python': 100.0}
TensorFlowOnSpark|TensorFlowOnSpark brings TensorFlow programs onto Apache Spark clusters|2413|2413|643|Apache License 2.0|21|78.879196|Python|{'Python': 78.88, 'Scala': 19.52, 'Shell': 1.6}
tensorflow-mnist-tutorial|"Sample code for ""Tensorflow and deep learning, without a PhD"" presentation and code lab."|1480|1480|759|NO LICENSE|0|78.59771||{}
tensorflow-docs|TensorFlow 官方文档中文版 V1.8|2775|2775|305|NO LICENSE|6|78.42135||{}
tensorflow-resnet|ResNet model in TensorFlow|1066|1066|455|MIT License|36|78.21601|Python|{'Python': 100.0}
YOLO_tensorflow|tensorflow implementation of 'YOLO : Real-Time Object Detection'|1105|1105|442|Other|32|78.07199|Python|{'Python': 100.0}
tensorflow-101|learn code with tensorflow|886|886|473|NO LICENSE|5|77.951645|Python|{'Python': 97.46, 'HTML': 1.19, 'JavaScript': 0.97, 'Shell': 0.29, 'Protocol Buffer': 0.05, 'CSS': 0.04}
fast-style-transfer|TensorFlow CNN for fast style transfer ⚡🖥🎨🖼|6096|6096|1392|NO LICENSE|33|77.4825|Python|{'Python': 99.26, 'Shell': 0.74}
tensorboard|TensorFlow's Visualization Toolkit|1805|1805|431|Apache License 2.0|212|77.21306|Python|{'Python': 42.83, 'HTML': 29.27, 'TypeScript': 26.82, 'Java': 0.78, 'Shell': 0.26, 'JavaScript': 0.04}
TensorFlow-Tutorials|텐서플로우를 기초부터 응용까지 단계별로 연습할 수 있는 소스 코드를 제공합니다|1366|1366|620|NO LICENSE|3|76.818634|Python|{'Python': 100.0}
tensorflow_template_application|TensorFlow template application for deep learning|1419|1419|606|Apache License 2.0|12|76.76106|Python|{'Python': 68.43, 'Java': 10.09, 'Objective-C++': 8.29, 'C++': 3.91, 'Scala': 3.56, 'Go': 3.21, 'CMake': 0.88, 'Objective-C': 0.82, 'Shell': 0.75, 'Ruby': 0.06}
tensorflow-on-raspberry-pi|TensorFlow for Raspberry Pi|1701|1701|416|Other|65|76.64032|Python|{'Python': 100.0}
tensorflow-generative-model-collections|Collection of generative models in Tensorflow|2376|2376|470|Apache License 2.0|13|76.46553|Python|{'Python': 100.0}
tensorflowbook||396|396|290|NO LICENSE|13|76.33418|Jupyter Notebook|{'Jupyter Notebook': 69.21, 'Python': 29.6, 'C++': 1.06, 'Protocol Buffer': 0.13}
TensorBox|Object detection in TensorFlow|1298|1298|430|NO LICENSE|155|75.784966|Python|{'Python': 85.67, 'C++': 13.6, 'Shell': 0.45, 'Makefile': 0.27}
Tensorflow-Project-Template|A best practice for tensorflow project template architecture. |2043|2043|435|Apache License 2.0|7|75.33208|Python|{'Python': 100.0}
tensorflow-speech-recognition|🎙Speech recognition using the tensorflow deep learning framework, sequence-to-sequence neural networks|1569|1569|477|Other|21|75.264|Python|{'Python': 97.63, 'Swift': 2.37}
learning-to-learn|Learning to Learn in TensorFlow|3491|3491|472|Apache License 2.0|7|75.2504|Python|{'Python': 100.0}
TensorFlow-World|:earth_americas: Simple and ready-to-use tutorials for TensorFlow|3811|3811|320|MIT License|1|75.238014|Python|{'Python': 51.66, 'Jupyter Notebook': 47.4, 'Shell': 0.94}
tensorflow-deepq|A deep Q learning demonstration using Google Tensorflow|1128|1128|298|MIT License|6|75.1597|Jupyter Notebook|{'Jupyter Notebook': 69.9, 'Python': 29.81, 'Shell': 0.29}
AndroidTensorFlowMachineLearningExample|Android TensorFlow MachineLearning Example (Building TensorFlow for Android)|994|994|302|Apache License 2.0|7|74.98199|Java|{'Java': 100.0}
tensorflow-fcn|An Implementation of Fully Convolutional Networks in Tensorflow.|793|793|339|MIT License|20|74.917786|Python|{'Python': 100.0}
FCN.tensorflow|Tensorflow implementation of Fully Convolutional Networks for Semantic Segmentation (http://fcn.berkeleyvision.org)|724|724|342|MIT License|5|74.57845|Jupyter Notebook|{'Jupyter Notebook': 82.39, 'Python': 17.61}
tensorflow-workshop|Slides and code from our TensorFlow workshop.|687|687|298|Apache License 2.0|11|73.45651|Jupyter Notebook|{'Jupyter Notebook': 99.71, 'Python': 0.29}
TensorFlowSharp|TensorFlow API for .NET languages|1829|1829|309|MIT License|91|72.699684|C#|{'C#': 99.62, 'F#': 0.24, 'Perl': 0.11, 'Makefile': 0.03}
easy-tensorflow|Simple and comprehensive tutorials in TensorFlow|2229|2229|157|MIT License|0|72.445625|Python|{'Python': 100.0}
word-rnn-tensorflow|Multi-layer Recurrent Neural Networks (LSTM, RNN) for word-level language models in Python using TensorFlow.|938|938|392|MIT License|23|72.28921|Python|{'Python': 100.0}
Deep-Learning-TensorFlow|Ready to use implementations of various Deep Learning algorithms using TensorFlow.|945|945|384|MIT License|23|72.23068|Python|{'Python': 100.0}
tensorflow-yolo|tensorflow implementation of 'YOLO : Real-Time Object Detection'(train and test)|591|591|267|NO LICENSE|31|72.201|Python|{'Python': 100.0}
tensorflow-mnist||599|599|262|MIT License|2|72.112206|Python|{'Python': 40.58, 'JavaScript': 39.57, 'HTML': 19.85}
My-TensorFlow-tutorials|This repo contains all of my TensorFlow tutorials|610|610|456|NO LICENSE|12|72.0441|Python|{'Python': 100.0}
MobileNet|MobileNet build with Tensorflow|901|901|280|Apache License 2.0|36|71.69693|Python|{'Python': 99.3, 'Shell': 0.7}
tensorflow-workshop|This repo contains materials for use in a TensorFlow workshop.|560|560|259|Apache License 2.0|10|71.503044|Jupyter Notebook|{'Jupyter Notebook': 81.07, 'Python': 17.05, 'Shell': 1.0, 'HTML': 0.58, 'JavaScript': 0.25, 'CSS': 0.05}
deep-rl-tensorflow|TensorFlow implementation of Deep Reinforcement Learning papers|1214|1214|309|MIT License|18|71.280975|Python|{'Python': 98.08, 'Shell': 1.92}
dcgan-completion.tensorflow|Image Completion with Deep Learning in TensorFlow|996|996|309|Other|18|70.89307|Python|{'Python': 100.0}
tflearn|Deep learning library featuring a higher-level API for TensorFlow.|8110|8110|2009|Other|511|70.68564|Python|{'Python': 100.0}
NTM-tensorflow|"""Neural Turing Machine"" in Tensorflow"|841|841|183|MIT License|11|70.375374|Jupyter Notebook|{'Jupyter Notebook': 84.3, 'Python': 15.7}
tensorpack|A Neural Net Training Interface on TensorFlow|2256|2256|715|Apache License 2.0|11|70.24046|Python|{'Python': 99.79, 'Shell': 0.21}
tensorflow-tutorial|TensorFlow and Deep Learning Tutorials|676|676|201|NO LICENSE|0|70.211426||{}
Tensorflow-Tutorial|Some interesting TensorFlow tutorials for beginners.|440|440|229|NO LICENSE|3|70.012276|Jupyter Notebook|{'Jupyter Notebook': 98.26, 'Python': 1.74, 'Shell': 0.0}
tensorflow-deeplab-resnet|DeepLab-ResNet rebuilt in TensorFlow|741|741|309|MIT License|15|69.833694|Python|{'Python': 100.0}
BEGAN-tensorflow|"Tensorflow implementation of ""BEGAN: Boundary Equilibrium Generative Adversarial Networks"""|643|643|187|Apache License 2.0|29|69.77112|Python|{'Python': 100.0}
tf-faster-rcnn|Tensorflow Faster RCNN for Object Detection|1636|1636|740|MIT License|96|69.621254|Python|{'Python': 93.1, 'Shell': 3.02, 'Cuda': 2.36, 'Matlab': 0.85, 'Roff': 0.56, 'C++': 0.07, 'Makefile': 0.04}
Tensorflow-|Tensorflow实战学习笔记、代码、机器学习进阶系列|326|326|100|NO LICENSE|1|69.08809|Jupyter Notebook|{'Jupyter Notebook': 57.23, 'Python': 42.75, 'Shell': 0.02}
yolo_tensorflow|Tensorflow implementation of YOLO, including training and test phase.|370|370|211|MIT License|25|68.78925|Python|{'Python': 99.1, 'Shell': 0.9}
TFFRCNN|FastER RCNN built on tensorflow|700|700|357|MIT License|90|68.77716|Python|{'Python': 90.77, 'C++': 6.74, 'C': 1.15, 'Shell': 0.72, 'Cuda': 0.61, 'Makefile': 0.01}
MTCNN-Tensorflow| Reproduce MTCNN using Tensorflow|372|372|215|NO LICENSE|28|68.70056|Python|{'Python': 100.0}
TensorFlow-LiveLessons|"""Deep Learning with TensorFlow"" LiveLessons"|454|454|324|MIT License|0|68.58561|Jupyter Notebook|{'Jupyter Notebook': 99.76, 'Shell': 0.18, 'Python': 0.06}
darkflow|Translate darknet to tensorflow. Load trained weights, retrain/fine-tune using tensorflow, export constant graph def to mobile devices|3090|3090|1033|GNU General Public License v3.0|359|68.567894|Python|{'Python': 100.0}
GPflow|Gaussian processes in TensorFlow|673|673|195|Apache License 2.0|48|68.430695|Python|{'Python': 99.87, 'Shell': 0.13}
DNC-tensorflow|A TensorFlow implementation of DeepMind's Differential Neural Computers (DNC)|556|556|166|MIT License|15|68.240555|Jupyter Notebook|{'Jupyter Notebook': 68.61, 'Python': 31.33, 'Shell': 0.06}
Autopilot-TensorFlow|A TensorFlow implementation of this Nvidia paper: https://arxiv.org/pdf/1604.07316.pdf with some changes|837|837|226|MIT License|8|67.92395|Python|{'Python': 100.0}
pose-tensorflow| Human Pose estimation with TensorFlow framework |473|473|169|GNU Lesser General Public License v3.0|53|67.87734|C++|{'C++': 84.23, 'Python': 13.05, 'Matlab': 1.66, 'C': 0.93, 'Shell': 0.11, 'Makefile': 0.03}
cnn-text-classification-tf|Convolutional Neural Network for Text Classification in Tensorflow|3363|3363|1834|Apache License 2.0|85|67.84511|Python|{'Python': 100.0}
TF-recomm|Tensorflow-based Recommendation systems|726|726|185|Apache License 2.0|6|67.82648|Python|{'Python': 97.27, 'Shell': 2.73}
tfjs-examples|Examples built with TensorFlow.js|1334|1334|252|Apache License 2.0|3|67.761986|JavaScript|{'JavaScript': 57.97, 'Python': 15.53, 'HTML': 10.6, 'TypeScript': 7.98, 'Shell': 5.33, 'CSS': 1.93, 'Vue': 0.66}
fast-neural-style-tensorflow|A tensorflow implementation for fast neural style!|610|610|245|NO LICENSE|23|67.65092|Python|{'Python': 100.0}
Tensorflow-Programs-and-Tutorials|Implementations of CNNs, RNNs, GANs, etc|765|765|219|NO LICENSE|1|67.41123|Jupyter Notebook|{'Jupyter Notebook': 100.0}
tensorflow_with_latest_papers|Implementation of Newest RNN and Seq2Seq Features|934|934|203|Apache License 2.0|13|67.31474|Python|{'Python': 100.0}
WGAN-tensorflow|a tensorflow implementation of WGAN|414|414|164|NO LICENSE|9|67.22233|Jupyter Notebook|{'Jupyter Notebook': 97.14, 'Python': 2.86}
Awesome-TensorFlow-Chinese|Awesome-TensorFlow-Chinese，TensorFlow 中文资源精选，官方网站，安装教程，入门教程，视频教程，实战项目，学习路径。QQ群：167122861，微信群二维码：http://www.tensorflownews.com/|767|767|207|Apache License 2.0|0|67.120026|Python|{'Python': 100.0}
lstm-char-cnn-tensorflow|in progress|616|616|225|MIT License|15|66.973724|Python|{'Python': 100.0}
tensorflow-char-rnn|Char-RNN implemented using TensorFlow. |374|374|277|MIT License|0|66.87155|Python|{'Python': 97.07, 'Shell': 2.93}
DeepSpeech|A TensorFlow implementation of Baidu's DeepSpeech architecture|6878|6878|1107|Mozilla Public License 2.0|147|66.84532|C++|{'C++': 69.82, 'Python': 12.46, 'C': 11.55, 'Shell': 3.87, 'CMake': 0.91, 'Makefile': 0.82, 'HTML': 0.33, 'JavaScript': 0.21, 'Matlab': 0.03}
tensorflow-ocr|🖺 OCR using tensorflow with attention|427|427|153|NO LICENSE|5|66.60189|Python|{'Python': 100.0}
tensorflow-vgg16|conversation of caffe vgg16 model to tensorflow|502|502|232|NO LICENSE|11|66.54672|Python|{'Python': 97.14, 'Makefile': 2.86}
tensorflow-exercises|TensorFlow Exercises - focusing on the comparison with NumPy.|432|432|147|Other|4|66.51429|Python|{'Python': 100.0}
TensorKart|self-driving MarioKart with TensorFlow|1319|1319|202|MIT License|10|66.205185|Python|{'Python': 100.0}
neural-style-tf|TensorFlow (Python API) implementation of Neural Style|1692|1692|416|GNU General Public License v3.0|26|66.05512|Python|{'Python': 75.73, 'Shell': 14.36, 'C++': 9.91}
tensorflow-build|TensorFlow binaries supporting AVX, FMA, SSE|837|837|106|NO LICENSE|2|65.97919||{}
tensorflow_image_classifier|TensorFlow Image Classifier Demo by @Sirajology on Youtube|411|411|233|NO LICENSE|15|65.91886|Python|{'Python': 77.74, 'Shell': 22.26}
Tensorflow|Tensorflow相关教程|110|110|74|NO LICENSE|0|65.8825|Jupyter Notebook|{'Jupyter Notebook': 97.35, 'Python': 2.65}
TensorFlow-NRE|Neural Relation Extraction implemented with LSTM in TensorFlow|466|466|219|NO LICENSE|38|65.72169|Python|{'Python': 100.0}
awesome_tensorflow_implementations||640|640|184|NO LICENSE|0|65.709496||{}
haskell|Haskell bindings for TensorFlow|942|942|123|Apache License 2.0|30|65.69825|Haskell|{'Haskell': 98.49, 'Shell': 0.97, 'Nix': 0.54}
finetune_alexnet_with_tensorflow|Code for finetuning AlexNet in TensorFlow >= 1.12|394|394|230|"BSD 3-Clause ""New"" or ""Revised"" License"|1|65.6802|Jupyter Notebook|{'Jupyter Notebook': 97.66, 'Python': 2.34}
deepnlp|Deep Learning NLP Pipeline implemented on Tensorflow|875|875|517|MIT License|39|65.61139|Python|{'Python': 98.45, 'Shell': 1.55}
GDLnotes|Google Deep Learning Notes（TensorFlow教程）|1241|1241|463|Other|7|65.60958|Python|{'Python': 100.0}
neuralart_tensorflow|"Implementation of  ""A Neural Algorithm of Artistic Style"" by Tensorflow"|419|419|127|MIT License|4|65.209076|Python|{'Python': 100.0}
tensorflow-rnn-shakespeare|"Code from the ""Tensorflow and deep learning - without a PhD, Part 2"" session on Recurrent Neural Networks."|437|437|212|Apache License 2.0|9|65.2034|Python|{'Python': 100.0}
pix2pix-tensorflow|"TensorFlow implementation of ""Image-to-Image Translation Using Conditional Adversarial Networks""."|546|546|181|MIT License|24|65.06784|Python|{'Python': 99.15, 'Shell': 0.85}
tensorflow-seq2seq-tutorials|Dynamic seq2seq in TensorFlow, step by step|669|669|250|MIT License|11|64.97159|Jupyter Notebook|{'Jupyter Notebook': 92.41, 'Python': 7.59}
resnet-in-tensorflow|Re-implement Kaiming He's deep residual networks in tensorflow. Can be trained with cifar10.|499|499|184|MIT License|18|64.94939|Python|{'Python': 100.0}
TensorFlow-World-Resources|:satellite: Organized & Useful Resources about Deep Learning with TensorFlow|1241|1241|127|Other|0|64.88648|Python|{'Python': 100.0}
tensorflow-reinforce|Implementations of Reinforcement Learning Models in Tensorflow|377|377|122|MIT License|5|64.684944|Python|{'Python': 100.0}
tensorflow-kr|tensorflow.org 문서 번역 레파지토리|181|181|168|Apache License 2.0|38|64.490166|Python|{'Python': 55.91, 'C++': 42.63, 'HTML': 1.46}
TensorflowProjects|Deep learning using tensorflow|138|138|51|MIT License|2|64.43028|Python|{'Python': 100.0}
densenet-tensorflow|DenseNet Implementation in Tensorflow|394|394|117|GNU General Public License v3.0|5|64.269424|Python|{'Python': 100.0}
tensorflow-lstm-regression|Sequence prediction using recurrent neural networks(LSTM) with TensorFlow|330|330|199|MIT License|7|64.06047|Jupyter Notebook|{'Jupyter Notebook': 98.85, 'Python': 1.15}
multi-speaker-tacotron-tensorflow|Multi-speaker Tacotron in TensorFlow. 오픈소스 딥러닝 다중 화자 음성 합성 엔진.|81|81|372|Other|0|63.993664|Python|{'Python': 93.31, 'JavaScript': 3.82, 'HTML': 1.32, 'Shell': 1.15, 'CSS': 0.41}
MemN2N-tensorflow|"""End-To-End Memory Networks"" in Tensorflow"|657|657|217|MIT License|9|63.982048|Python|{'Python': 100.0}
seq2seq|A general-purpose encoder-decoder framework for Tensorflow|3791|3791|851|Apache License 2.0|162|63.940556|Python|{'Python': 94.55, 'Shell': 3.05, 'Perl': 1.2, 'JavaScript': 1.01, 'CSS': 0.2}
gcn|Implementation of Graph Convolutional Networks in TensorFlow|1152|1152|359|MIT License|9|63.89842|Python|{'Python': 100.0}
TensorFlow-Tutorials-for-Time-Series|TensorFlow Tutorial for Time Series Prediction|836|836|358|MIT License|10|63.708393|Jupyter Notebook|{'Jupyter Notebook': 91.03, 'Python': 8.97}
rust|Rust language bindings for TensorFlow|1160|1160|136|Apache License 2.0|11|63.502148|Rust|{'Rust': 95.48, 'Shell': 4.35, 'Python': 0.16}
Dynamic-Tensorflow-Tutorial|Tensorflow tutorial of building different dynamic recurrent neural network|496|496|151|MIT License|3|63.494217|Jupyter Notebook|{'Jupyter Notebook': 83.58, 'Python': 16.42}
tensorflow_notes|Tensorflow notes|188|188|96|NO LICENSE|12|63.432457|Jupyter Notebook|{'Jupyter Notebook': 100.0}
node-tensorflow|Node-tensorflow is a NodeJS API for utilizing Google's machine learning library TensorFlow.|842|842|73|Apache License 2.0|12|63.183296|C++|{'C++': 97.33, 'Python': 2.17, 'JavaScript': 0.33, 'Shell': 0.17}
write-rnn-tensorflow|Generative Handwriting using LSTM Mixture Density Network with TensorFlow|538|538|141|NO LICENSE|16|63.117283|Python|{'Python': 99.49, 'Shell': 0.51}
Tensorflow-for-stock-prediction|Use Tensorflow to run CNN for predict stock movement. Hope to find out which pattern will follow the price rising.|304|304|172|NO LICENSE|3|62.84709|Jupyter Notebook|{'Jupyter Notebook': 71.89, 'Python': 28.11}
sample-tensorflow-imageclassifier|Classify camera images locally using TensorFlow models|494|494|138|Apache License 2.0|13|62.800274|Java|{'Java': 100.0}
rude-carnie|Age/Gender detection in Tensorflow|430|430|196|NO LICENSE|14|62.633156|Python|{'Python': 100.0}
CycleGAN-TensorFlow|An implementation of CycleGan using TensorFlow|386|386|148|MIT License|32|62.52415|Python|{'Python': 93.81, 'Makefile': 3.84, 'Shell': 2.34}
FaceRecognition-tensorflow|基于TensorFlow训练的人脸识别神经网络|328|328|155|NO LICENSE|11|62.345688|Python|{'Python': 100.0}
advanced-tensorflow|Little More Advanced TensorFlow Implementations|287|287|103|NO LICENSE|3|62.23115|Jupyter Notebook|{'Jupyter Notebook': 99.96, 'Python': 0.04}
siamfc-tf|SiamFC tracking in TensorFlow.|302|302|121|NO LICENSE|16|61.93374|Python|{'Python': 100.0}
SSGAN-Tensorflow|A Tensorflow implementation of Semi-supervised Learning Generative Adversarial Networks.|300|300|98|MIT License|11|61.93194|Python|{'Python': 100.0}
tensorflow_speech_recognition_demo|This is the code for 'How to Make a Simple Tensorflow Speech Recognizer' by @Sirajology on Youtube|249|249|164|NO LICENSE|28|61.84055|Python|{'Python': 100.0}
EAST|A tensorflow implementation of EAST text detector|755|755|297|GNU General Public License v3.0|77|61.66822|C++|{'C++': 86.23, 'Python': 12.94, 'HTML': 0.74, 'Makefile': 0.05, 'Shell': 0.02, 'CSS': 0.02}
keras_to_tensorflow|General code to convert a trained keras model into an inference tensorflow model|412|412|129|MIT License|8|61.645233|Jupyter Notebook|{'Jupyter Notebook': 65.53, 'Python': 34.47}
swift|Swift for TensorFlow project home page|2454|2454|178|Creative Commons Attribution 4.0|5|61.64148||{}
Tensorflow_Object_Tracking_Video|Object Tracking in Tensorflow ( Localization Detection Classification ) developed to partecipate to ImageNET VID competition|310|310|142|MIT License|9|61.546738|Python|{'Python': 90.84, 'C++': 9.12, 'Makefile': 0.03}
tensorflow_demo|Tensorflow Demo for my TF in 5 Min Video on Youtube|143|143|126|NO LICENSE|20|61.486137|Python|{'Python': 100.0}
DeepRL-Agents|A set of Deep Reinforcement Learning Agents implemented in Tensorflow.|1357|1357|528|MIT License|37|61.330883|Jupyter Notebook|{'Jupyter Notebook': 96.32, 'Python': 3.68}
CarND-TensorFlow-Lab|TensorFlow Lab for Self-Driving Car ND|94|94|344|MIT License|3|61.293934|Jupyter Notebook|{'Jupyter Notebook': 92.75, 'Shell': 3.76, 'Python': 3.49}
simulated-unsupervised-tensorflow|"TensorFlow implementation of ""Learning from Simulated and Unsupervised Images through Adversarial Training"""|447|447|119|Apache License 2.0|13|61.092915|Python|{'Python': 100.0}
tensorflow-value-iteration-networks|TensorFlow implementation of the Value Iteration Networks (NIPS '16) paper|492|492|113|NO LICENSE|0|60.951466|Python|{'Python': 100.0}
WassersteinGAN.tensorflow|Tensorflow implementation of Wasserstein GAN - arxiv: https://arxiv.org/abs/1701.07875|369|369|119|MIT License|7|60.82849|Python|{'Python': 99.51, 'Shell': 0.49}
captcha-tensorflow|Image Captcha Solving Using TensorFlow and CNN Model. Accuracy 90%+|236|236|89|NO LICENSE|3|60.65969|Python|{'Python': 100.0}
